"y","x1","x2","x3","u"
-668.184483642367,19.7565637063235,28.0607319766222,84.25910952501,-799.316529189572
1865.27839696122,97.6463570725173,89.7773609719682,91.5761104784906,1384.36071427822
-473.399195283133,72.8073454927653,81.8745190760078,131.270506465808,-824.299763447637
1077.49778141055,84.1238266788423,81.9749309640331,192.243252461776,753.419691907729
529.953004885591,60.1928771007806,60.2665131127533,173.537798086181,302.379145443924
-204.962417467788,29.5270262751728,34.104869988805,174.30112012662,-287.452116144297
-62.4960554913355,179.714981280267,174.10103780346,79.5500896405429,-970.292985298514
-800.527618101314,44.7113023139536,52.4944328809621,182.453174330294,-957.197216474805
-438.286257267365,193.192659597844,196.803014443254,179.078666586429,-1332.39159836098
-248.150858778126,28.2134073320776,32.8437592187825,64.0873077791184,-434.391291432806
-1743.16473008846,13.0710017401725,15.7398576807465,14.5558712538332,-1899.30157941663
-1075.0039242013,79.4509417843074,83.9678243536874,35.1245373021811,-1546.16786095942
859.064136287623,108.799351751804,105.306120234178,137.99951504916,360.053355613014
356.494569549532,175.92622609809,160.42391540063,189.966051932424,-402.165887613576
2908.67727601875,44.677877612412,60.229253604129,126.235372759402,2680.42050873266
88.0625576348399,184.18883481063,174.562894247649,39.9525931570679,-873.677142135279
2165.47551380543,50.2923441585153,57.2438299990438,26.6630123369396,1826.77383366874
-695.442275727215,166.092764073983,159.936027012889,105.854343762621,-1507.73827821232
1920.28721631432,121.631473163143,133.452281788719,105.195857211947,1293.6840904594
64.3381579177047,86.2701734527946,101.319809043671,192.64802467078,-304.463955857242
-686.382646412747,30.6179253384471,29.5881613829008,152.778295427561,-784.634449766329
222.819531455914,117.11259149015,101.700715340632,102.535534324124,-329.384139371674
-710.48289276625,6.8850742187351,26.1346178865214,108.992126956582,-774.415224238916
185.672784936115,65.9779881127179,73.7425916947514,162.336668465286,-97.4096943262546
701.22946260899,50.4267774987966,36.8052507973184,165.880155842751,542.218784360714
-2690.28061893389,59.4795645680279,69.3320550347016,22.9046449065208,-3084.47877780085
-544.738024499968,95.2714770101011,89.8178028337455,55.8299074880779,-1054.35815370968
1981.45851321809,51.2715710327029,56.2097663568136,27.5897794403136,1642.81404684666
1489.66246659315,162.123056361452,153.240063534972,34.3122516293079,631.125422068162
1592.12268644499,93.8750241883099,92.9238286501109,130.59593825601,1155.24589483585
22.5434971521897,121.169547224417,121.358199081823,161.898881057277,-521.782661627431
769.200023558143,46.6767298523337,48.8836321581042,145.822358177975,577.224927862909
-609.340092250394,98.4378911554813,91.2659997421421,5.10512879118323,-1182.08063640994
818.148880992933,121.434848895296,137.588610949206,165.160519024357,243.827631432989
-1520.06599598868,59.9620047491044,72.2292649570286,48.735717125237,-1895.67482302482
351.897216418858,133.729868708178,151.891333183923,26.6219657380134,-426.453090335511
354.11960794819,15.8737190067768,30.3661004845464,161.127656884491,306.893906843258
3257.66026783412,82.0632102899253,75.159584727496,182.298200204968,2943.44966771432
-106.44398668223,6.6655601374805,-0.71057514613463,82.8042306005955,-142.215286201807
-219.133091439877,54.9423374701291,50.9155711277536,119.811503728852,-465.97974237692
265.204368706911,87.4209143221378,71.5097067699146,182.097442122176,-57.9803456771553
639.823163576718,124.125125538558,123.339868722632,18.4101501945406,-60.8218002896794
1779.95046352695,154.940687259659,155.076902491755,79.8786706291139,984.85326739358
1547.49707666505,97.0251875463873,93.2882172589127,19.4459258113056,989.291005319364
-453.486377658971,36.170047800988,53.2480533780408,196.88831907697,-571.604308741046
-45.4535170697419,138.030139170587,126.614164906227,80.5961634963751,-732.176100897583
469.840629843794,157.624930562451,148.488608107761,194.187159929425,-205.824218129659
1097.71091996165,54.9623841419816,42.4493702507256,101.532348524779,849.457375559032
2622.5159508693,186.392111564055,176.407092012143,182.394264824688,1792.91969697754
-1779.40611720968,32.9938338603824,27.4354412063224,39.7509825415909,-1993.50751866188
-662.64209953425,27.2902892436832,23.9053133172493,58.8161071762443,-833.507486723554
433.753181511621,33.4610290825367,35.7967898524924,49.5580836199224,211.334598178949
1785.73058926103,59.3188861384988,53.817877841767,156.72391410917,1556.86208927117
289.508322744947,82.6339076738805,80.2863685734915,184.54882549122,-34.4173119324573
2021.12222719366,15.5257739126682,21.9934489425382,58.6166584864259,1889.174666057
256.582571302016,177.131105819717,164.111124746219,37.160033872351,-665.872961777222
756.288911738768,21.3964293245226,9.79848494449563,79.2183265089989,651.720980385207
310.418891536469,15.7982702832669,23.1510955933452,39.3947461619973,156.116635661976
-493.730463210539,118.341241497546,102.087328789367,189.021717384458,-963.907127897454
1061.1416420115,170.001497818157,163.955957433377,11.8228623643517,135.048096054623
-1015.96333582612,8.44909898005426,22.4435740171552,45.2702664304525,-1140.92751437014
493.397068952743,19.0709017682821,21.3742211074493,110.617292905226,404.053214338225
2381.62022831624,146.13532773219,154.882411217993,114.835496619344,1648.28491930302
1854.47121778219,113.205312425271,121.043552378971,21.2690877728164,1194.03726352125
-1252.34421345049,153.269754722714,145.192439532502,58.1432432867587,-2044.39511339688
487.094978855864,121.922685904428,109.004343256852,148.940827324986,-47.7409380461381
1143.27169487852,96.6347069013864,99.7194023541292,62.7679343800992,616.696703846205
-1491.33882253117,39.9877001997083,34.5818002221353,192.423064541072,-1588.0424590335
757.899315248678,117.10136430338,98.399761180988,42.8984323982149,152.694132374776
1953.9935367744,197.69345135428,190.782393059816,113.741132058203,993.08952865013
1669.29881757654,192.322894232348,195.851016126902,102.311906637624,702.940009263319
232.55332386557,7.62324812822044,8.04918805787922,66.7608339339495,160.3460372991
-763.688349482158,117.440212331712,102.5391651946,197.015797672793,-1224.0715191937
1357.06239031604,125.142543204129,124.646396925445,163.288987101987,795.63095395475
-497.717489063558,140.491287736222,128.458661150737,68.3279471006244,-1207.78072747307
1001.90635096448,79.1559305042028,78.2666639018104,62.3556364327669,570.260868081017
387.509842456996,196.997049171478,192.249720291981,28.8877890445292,-659.09295659687
1255.33417058586,176.449430827051,187.830478680609,190.083511685953,440.408432429437
195.448814300547,0.334174884483218,5.35868883994318,156.046052044258,239.774964011469
-562.607385723435,18.9759918488562,21.1006433782652,146.240930818021,-615.495717208512
1355.2045074759,31.9461725186557,50.4047494754969,8.18613460287452,1066.74262557181
429.591153874572,96.9262536615133,83.4806777505034,11.3203099463135,-116.828652664662
549.710786588595,175.781917665154,166.637808505336,29.7502636443824,-381.160319773156
-349.405825259366,159.162973659113,173.816771832512,88.5801940690726,-1185.94809583266
694.823141331855,63.1199073512107,71.5006110390064,153.734724177048,416.196921377257
2227.55360910746,19.6360545698553,34.8339044794208,158.461765060201,2157.43940149926
1216.19410522955,9.51436241157353,3.33521712904034,21.9820962287486,1102.96267996549
-100.977938602418,9.50329564511776,0.0602326796234962,145.405401010066,-84.2028898869517
1877.78914136295,174.320427328348,179.805325720539,169.808821519837,1065.02602945667
2820.70670639833,124.212113441899,120.286190873515,192.930075712502,2300.42806003811
1334.48813422965,75.0791541766375,56.5163397289445,36.0535582061857,932.271550448034
-1187.64371100897,26.9157493021339,44.9474647071914,113.129193568602,-1345.15669476115
-88.4307550887055,113.959448691458,128.188111814402,137.272004131228,-649.413320660655
