"x1","x2","x3","u"
182.961208699271,125.249068904668,177.023537410423,-44.7683226663364
187.415082659572,43.4315396472812,103.422211110592,-1706.69930458235
57.2279069572687,43.3134621940553,170.386196998879,1283.88650415925
166.089525213465,77.7890057303011,88.5592536535114,-301.010271511489
128.349103778601,188.491138396785,31.5760200843215,-514.629857139479
103.819189826027,192.52160275355,88.4649277664721,-1362.07756078484
147.317662928253,147.971055842936,193.546733446419,-8.53823715505929
26.9333194475621,146.649181144312,96.9175858888775,-880.310395746826
131.398458080366,107.152257999405,50.4916878882796,-586.84156294548
141.01295680739,0.454593217000365,51.9379960373044,1416.44277014305
91.548355249688,121.78749050945,108.403188176453,-193.07845726634
143.822450330481,167.360311886296,129.975167522207,-1178.96062256574
186.934449430555,150.304512539878,67.2838264610618,179.527570714121
51.0857648681849,90.5463145114481,12.1899492572993,-399.012257190745
92.4585645087063,107.157998764887,90.2621700428426,649.014902786073
188.002904551104,107.475339062512,167.751006688923,1575.66412050409
195.645285677165,0.276168715208769,114.927466865629,-1091.96176222044
23.4974723309278,71.1331907659769,70.6700754817575,500.115327338311
94.9994163122028,122.426618030295,109.485215647146,93.387864546336
112.066549248993,165.788426110521,178.543718764558,985.122140490999
180.806277459487,71.3443998713046,97.9981141164899,-252.755952840893
27.7420335449278,82.1270251646638,34.3264226336032,920.280975306675
197.778345784172,114.695179788396,108.60619880259,-1919.56144747036
189.333646511659,117.935660714284,192.293539177626,1858.40481344471
16.4875116199255,143.931458471343,62.7367644105107,951.255776370436
102.842356869951,78.9946090430021,164.102909620851,-165.853587774323
78.0406934209168,183.840785827488,61.4108800888062,-1593.90784315308
181.147626182064,192.514058714733,37.0907162316144,707.30957004618
89.393925620243,46.7047051060945,9.66935534961522,531.513250196244
167.200851999223,144.89951999858,49.134829454124,-6.99118906352758
147.51912355423,180.726905027404,70.2213844284415,166.601482148667
162.21102825366,120.694816950709,31.8044763524085,-642.519867384785
77.621656563133,126.301459781826,60.8195993583649,405.687405893266
137.03394588083,187.477169930935,3.50966495461762,324.119773691467
0.789667759090662,170.096550136805,199.310535844415,-307.185310676833
166.58321605064,115.964179811999,160.878662532195,-1469.86032038247
1.46682937629521,164.280784782022,17.3161203507334,770.823700284038
41.5317945647985,22.7437218185514,173.986653937027,609.616284501437
181.320281559601,152.901551732793,110.91717267409,-919.937252081557
122.355728689581,124.722691439092,84.2756843660027,-1754.04697820687
75.9118481073529,29.689321340993,13.5273638181388,225.454438646397
87.1543169952929,16.0528933163732,112.28759130463,-379.596775770179
7.48620657250285,92.8139102645218,14.1443788539618,277.8728737009
194.707982754335,155.873632291332,42.2783877700567,-1423.40271203301
86.3502497784793,146.70559191145,109.92408269085,-1055.0874888184
191.515319328755,163.446088880301,96.3962896727026,1194.35233904789
177.550981100649,34.0324962511659,31.8939709104598,444.152395187285
127.995753893629,188.94406510517,29.9157990142703,645.136290391228
194.193322071806,58.7247682735324,99.8545760754496,1996.75129076935
123.767641466111,29.8144104890525,188.11297561042,141.703571462621
66.6854422539473,143.875718256459,66.8462653178722,-2201.02216150466
69.3496496416628,64.817190496251,37.6868659164757,367.154917176927
79.697082284838,155.761899705976,53.9432356599718,1288.45764009467
156.938555138186,78.8882003631443,106.148815620691,2265.49316652924
7.78729822486639,135.71857358329,4.2900457046926,-1514.54775806457
149.759077234194,155.165008548647,159.75206149742,-1265.94112218982
135.455366037786,37.5738088041544,22.0670200418681,-776.403534236133
34.2528660781682,5.81716378219426,107.959657162428,-1159.46136028491
52.2175927646458,27.1427594125271,114.246779493988,-710.31809545674
102.88258693181,136.032835626975,123.790309391916,-203.915764444154
135.121454903856,186.96459075436,142.97073869966,-1321.34425581398
196.563439583406,110.098816873506,24.6601157356054,2240.66938368147
151.908853510395,120.353247085586,62.2099237516522,118.552219374101
113.297684816644,39.3988976255059,189.147832524031,-92.5189105561387
169.93794371374,107.047322113067,100.005018478259,545.181605765053
37.894787080586,35.9111478552222,27.0460998173803,41.1567047297619
54.2573229409754,90.3772988822311,173.851564107463,-145.296840651501
165.631697047502,63.410670356825,41.0099224187434,1624.46616590731
138.640964077786,23.2349340803921,185.009178193286,-238.733231101314
48.1089479289949,37.2204313520342,177.350719645619,-1411.96242450145
8.59775920398533,145.946019329131,27.2591650485992,424.234679487743
28.0958188232034,82.374414242804,157.069888431579,-386.664160882002
43.2770830113441,82.8099363483489,90.6606828328222,-573.975702691896
95.8797128405422,96.0620258003473,27.1484838798642,-1174.94432075589
39.4820684567094,85.4988931212574,177.044207369909,471.202493593362
143.871167534962,27.2980720270425,67.3427080269903,-191.420057869694
1.5769477467984,164.935881271958,63.8548230286688,567.234501512832
75.0979929231107,118.460848508403,80.7565629482269,-257.801805036514
102.881541661918,158.879395527765,95.8154614083469,-724.353768403948
0.314110843464732,153.806485142559,73.5803640447557,1375.26026448659
116.320800501853,183.611283451319,93.1381135247648,-298.940086622536
31.5810416359454,172.525955410674,9.97843057848513,1042.74719546272
71.8056611716747,63.3950475603342,37.4713423196226,-1321.74067311983
129.126375680789,51.8521151971072,196.53188274242,-512.727706013053
155.164672527462,148.453290387988,65.6548139173537,-296.286534668498
112.729368312284,149.472223361954,34.1992781031877,-430.061948943947
46.7406797222793,183.580806804821,97.6509789004922,1483.57771319088
17.9961032699794,158.638241840526,3.73748233541846,-25.0411714282539
17.1224129851907,26.6659236513078,67.8970167413354,268.648436213795
61.0436738934368,57.549950433895,5.93267511576414,-1036.60887865032
133.485302934423,38.9352287631482,173.445732612163,-802.139004160532
